Draw Date,Winning Numbers1,Winning Numbers2,Winning Numbers3,Winning Numbers4,Winning Numbers5,Winning Numbers6,Winning Numbers7,Winning Numbers8,Winning Numbers9,Winning Numbers10,Winning Numbers11,Winning Numbers12,Winning Numbers13,Winning Numbers14,Winning Numbers15,Winning Numbers16,Winning Numbers17,Winning Numbers18,Winning Numbers19,Winning Numbers20
7/6/89,09,12,16,24,28,29,31,35,45,47,48,49,50,52,53,55,68,69,77,80
7/5/89,02,07,11,12,13,14,16,18,19,22,32,37,39,44,46,47,52,53,54,59
7/4/89,02,05,10,16,19,21,26,34,36,39,40,51,52,54,58,62,67,70,72,79
7/3/89,04,06,10,13,15,22,24,25,32,35,43,44,45,46,47,48,53,55,66,67
7/2/89,01,08,13,27,29,32,34,43,46,50,52,54,56,59,66,69,70,75,79,80
7/1/89,07,08,12,13,14,16,19,21,26,37,41,47,48,53,55,58,63,67,73,78
6/30/89,04,05,08,14,15,17,19,23,27,30,32,42,43,47,48,54,68,69,73,77
6/29/89,17,18,20,35,36,38,40,42,43,44,48,53,62,64,66,67,68,75,77,80
6/28/89,02,04,18,19,24,33,37,41,42,45,48,52,54,58,63,64,65,70,71,76
6/27/89,01,08,09,13,17,18,24,27,28,31,32,37,38,51,53,54,64,71,72,77
6/26/89,03,13,14,21,22,26,31,33,34,39,44,47,50,54,55,62,65,71,73,77
6/25/89,13,26,28,29,32,33,34,37,38,43,44,47,51,59,65,67,72,73,74,76
6/24/89,01,03,11,12,22,26,27,31,42,43,44,45,51,61,62,71,73,74,77,79
6/23/89,03,05,06,07,09,16,28,38,39,40,41,51,56,59,61,65,67,69,70,72
6/22/89,01,02,06,07,16,17,18,19,21,24,27,30,37,45,61,62,69,70,75,76
6/21/89,06,25,26,27,35,36,40,43,44,46,53,54,58,61,63,70,71,76,78,79
6/20/89,04,06,10,12,16,17,25,38,45,49,51,52,55,59,62,71,72,75,76,80
6/19/89,05,12,14,18,21,29,30,31,32,45,53,56,63,68,71,73,74,76,78,79
6/18/89,07,09,14,24,28,32,38,41,42,43,45,46,49,53,54,60,64,73,74,78
6/17/89,01,07,10,14,15,20,21,22,31,36,47,51,57,59,60,64,66,70,72,75
6/16/89,01,02,08,13,20,23,24,27,28,29,35,37,41,45,46,52,59,61,63,78
6/15/89,03,05,07,09,17,24,29,32,42,51,55,58,59,60,61,62,64,67,76,80
6/14/89,05,09,11,12,24,40,41,43,46,51,54,60,68,71,74,76,77,78,79,80
6/13/89,02,03,04,05,07,09,10,12,13,25,36,49,51,52,64,66,72,78,79,80
6/12/89,24,25,26,29,32,33,34,37,39,42,44,47,48,50,61,62,69,74,76,78
6/11/89,03,14,19,33,40,43,45,46,49,50,52,57,58,61,68,70,75,76,79,80
6/10/89,06,11,15,16,21,23,29,31,34,36,37,38,43,54,61,64,67,69,73,77
6/9/89,01,03,04,09,16,25,27,30,32,33,35,36,42,43,47,57,59,60,75,76
6/8/89,04,09,10,12,13,15,21,25,28,31,42,45,46,53,57,68,69,78,79,80
6/7/89,01,02,03,09,10,12,16,20,23,30,34,36,39,42,54,67,68,73,76,78
6/6/89,01,02,08,16,22,28,30,32,35,38,42,44,51,57,64,66,68,72,75,76
6/5/89,01,02,04,18,21,27,33,35,37,38,39,41,43,46,49,54,66,67,73,78
6/4/89,02,07,11,12,23,32,35,36,37,40,41,44,45,47,50,59,60,61,68,80
6/3/89,06,11,12,18,21,22,32,37,38,41,42,44,51,57,58,64,65,70,71,72
6/2/89,02,04,06,09,10,11,17,20,25,31,33,37,47,48,49,51,63,67,73,77
6/1/89,02,06,10,14,21,23,29,31,34,36,37,39,45,52,54,60,61,66,69,74
5/31/89,02,09,11,19,23,24,31,32,38,53,55,57,59,60,62,65,69,70,72,76
5/30/89,01,02,03,04,06,12,14,21,30,31,32,35,40,41,43,50,68,69,78,80
5/29/89,01,06,07,09,11,19,23,27,32,40,41,44,46,50,53,63,64,68,70,77
5/28/89,08,12,17,18,23,25,27,29,32,39,42,53,55,59,64,67,71,74,76,79
5/27/89,02,10,24,26,27,31,32,33,37,38,41,43,48,51,53,56,58,70,75,78
5/26/89,02,04,08,14,23,26,38,43,44,46,47,49,52,54,63,66,68,69,75,79
5/25/89,05,08,12,14,18,32,34,36,37,40,41,42,45,47,49,64,67,71,75,77
5/24/89,01,02,05,06,09,11,14,16,17,25,32,33,38,52,53,61,64,69,76,80
5/23/89,02,07,08,14,19,22,25,27,29,34,39,40,43,47,49,52,64,66,68,72
5/22/89,03,11,14,15,21,23,24,25,28,29,37,40,45,46,61,62,63,66,68,80
5/21/89,07,19,20,24,26,30,32,36,38,41,43,44,45,48,49,50,59,62,66,69
5/20/89,18,20,21,24,30,36,40,41,44,45,46,49,56,58,64,65,67,71,73,76
5/19/89,01,02,05,07,13,20,27,28,31,47,49,50,52,57,62,66,68,71,72,79
5/18/89,03,05,09,10,11,13,15,19,40,43,47,51,59,63,69,72,75,76,77,79
5/17/89,03,08,09,10,11,16,21,24,25,32,33,41,47,48,50,52,56,59,63,66
5/16/89,03,07,10,20,23,24,33,36,49,56,57,59,65,68,70,74,75,76,77,78
5/15/89,01,02,03,06,07,11,13,25,26,27,42,47,48,63,71,73,74,75,78,79
5/14/89,01,08,10,14,18,20,28,30,36,38,39,41,43,45,50,51,65,67,68,80
5/13/89,01,02,09,13,16,17,22,30,33,39,40,43,45,49,53,62,66,68,70,76
5/12/89,05,07,13,14,18,22,24,31,32,33,35,38,44,49,50,53,59,61,65,79
5/11/89,01,13,19,23,28,29,30,31,34,44,45,48,49,51,52,58,66,68,74,77
5/10/89,02,23,31,33,35,36,45,50,51,52,57,60,63,65,69,71,73,77,79,80
5/9/89,05,12,15,16,17,18,22,23,27,29,30,34,35,39,45,50,53,65,77,80
5/8/89,02,11,16,18,24,34,35,38,41,45,48,49,54,61,63,65,71,75,76,78
5/7/89,06,08,09,11,12,19,23,24,28,29,44,50,54,55,62,69,70,74,76,80
5/6/89,02,08,12,17,29,34,38,41,46,48,49,50,58,59,60,65,66,73,78,79
5/5/89,03,08,12,13,14,16,23,29,33,34,35,39,43,52,53,57,67,74,75,79
5/4/89,06,16,20,22,30,35,37,42,45,47,51,52,53,55,57,62,63,66,72,74
5/3/89,02,03,08,09,12,13,19,34,36,46,50,53,67,68,70,71,76,77,79,80
5/2/89,01,03,10,12,14,16,22,24,27,38,41,43,50,57,62,63,64,69,72,76
5/1/89,04,07,16,17,26,27,29,33,45,50,52,54,60,61,72,73,74,77,78,79
4/30/89,01,02,03,10,17,18,23,29,31,32,38,49,52,53,60,62,63,67,71,80
4/29/89,01,03,05,07,12,13,19,24,27,35,37,41,42,43,51,55,58,62,78,80
4/28/89,09,10,13,14,16,18,20,21,30,32,37,40,42,43,54,61,63,70,72,76
4/27/89,02,04,08,13,15,16,19,22,23,31,41,46,52,60,64,67,68,72,74,78
4/26/89,06,07,13,15,18,20,21,24,33,41,47,48,49,55,58,62,64,66,74,79
4/25/89,01,03,07,11,18,26,37,48,49,50,52,53,55,59,65,70,75,76,77,79
4/24/89,03,06,09,16,17,18,20,35,39,41,42,45,49,51,53,57,63,64,75,77
4/23/89,01,02,03,05,06,08,13,24,29,31,37,40,44,52,53,58,60,63,74,79
4/22/89,04,06,08,10,13,14,15,29,36,37,40,46,49,56,59,62,71,73,77,80
4/21/89,02,05,14,16,17,18,20,22,30,37,39,46,47,56,62,66,67,69,75,79
4/20/89,04,05,10,12,18,23,24,26,27,31,32,34,36,46,50,52,59,60,73,78
4/19/89,03,04,05,07,08,09,16,20,25,26,28,29,31,40,45,69,71,73,74,77
4/18/89,07,17,20,25,26,28,31,38,44,45,51,56,58,60,62,65,66,67,76,80
4/17/89,06,09,10,11,15,17,25,26,29,33,38,43,46,54,58,59,63,69,71,72
4/16/89,01,03,08,14,18,22,25,27,29,33,38,43,46,50,53,59,67,70,71,75
4/15/89,04,06,07,10,13,14,17,18,20,21,22,23,26,27,53,54,57,61,64,65
4/14/89,03,06,16,17,18,20,24,27,30,43,44,46,52,54,56,57,59,61,62,71
4/13/89,01,04,06,07,09,21,22,36,40,45,51,58,59,63,64,65,66,68,69,76
4/12/89,05,11,13,14,17,20,21,32,34,35,39,45,47,54,57,58,59,63,75,77
4/11/89,01,13,17,20,22,23,27,28,34,37,46,49,55,58,62,65,73,74,75,77
4/10/89,09,16,17,21,25,28,31,34,35,45,54,59,61,63,65,71,72,75,78,80
4/9/89,01,04,08,09,15,16,26,29,32,35,36,43,54,60,61,65,66,71,73,79
4/8/89,02,09,21,23,24,25,38,39,41,43,50,53,54,55,60,66,68,74,76,78
4/7/89,02,08,09,10,12,14,18,27,37,42,43,44,49,52,53,57,68,70,74,76
4/6/89,15,17,22,30,31,32,33,36,40,42,50,53,55,56,61,71,72,74,75,77
4/5/89,07,09,17,22,23,25,30,32,35,36,42,48,54,58,60,64,67,68,69,75
4/4/89,02,07,08,11,13,18,21,23,31,33,36,37,41,44,46,47,48,57,58,78
4/3/89,02,03,05,07,08,09,16,18,21,23,25,27,29,31,46,52,58,70,77,78
4/2/89,08,21,26,28,32,33,34,35,38,45,46,47,49,50,53,54,68,74,77,79
4/1/89,09,18,21,31,32,37,39,42,43,44,54,57,58,63,65,69,75,77,78,79
3/31/89,07,10,15,20,30,31,36,40,44,46,47,58,59,60,61,62,72,77,79,80
3/30/89,14,16,20,21,24,26,28,29,39,40,41,48,50,54,65,68,69,72,76,78
3/29/89,03,12,13,14,28,36,39,48,55,57,59,64,65,68,70,72,73,75,78,79
3/28/89,04,13,17,23,24,33,35,36,38,42,44,45,52,54,55,60,66,70,73,80
3/27/89,04,10,15,16,17,23,24,26,31,39,44,53,54,58,61,67,70,73,76,77
3/26/89,04,05,19,23,25,28,31,38,42,45,50,53,58,60,61,62,64,72,73,74
3/25/89,04,11,15,16,18,35,39,41,44,52,54,55,57,58,62,66,68,71,72,73
3/24/89,04,06,09,11,13,14,29,31,32,43,44,46,60,62,63,64,67,70,71,72
3/23/89,07,09,12,20,25,26,34,38,40,41,42,43,50,53,56,61,68,70,76,79
3/22/89,05,08,11,14,17,19,27,36,38,40,42,45,48,55,59,67,70,75,77,79
3/21/89,05,06,11,15,20,28,31,40,43,44,46,56,61,64,65,69,71,74,75,78
3/20/89,11,16,17,18,19,20,23,24,27,30,31,36,38,41,56,57,60,65,72,78
3/19/89,01,03,06,10,14,19,24,26,27,28,33,41,44,55,62,63,65,69,73,78
3/18/89,02,05,08,10,13,19,20,23,26,39,43,44,47,55,67,71,72,74,75,80
3/17/89,05,08,09,15,20,21,34,36,42,43,50,51,53,56,58,64,68,72,73,78
3/16/89,02,13,15,16,23,37,38,39,40,42,44,45,56,60,63,66,70,71,77,79
3/15/89,02,06,09,16,18,24,25,28,30,32,40,41,42,44,52,54,58,61,68,71
3/14/89,02,08,11,12,13,16,22,24,38,43,44,46,50,52,55,60,61,63,71,72
3/13/89,03,04,11,15,18,25,31,32,35,37,39,46,49,51,53,61,62,76,77,79
3/12/89,02,03,04,07,11,15,18,25,30,34,38,40,41,45,54,57,62,73,78,79
3/11/89,14,15,16,18,27,28,32,41,48,49,51,55,56,62,63,65,68,78,79,80
3/10/89,02,03,10,17,18,28,40,46,48,50,53,54,59,61,69,70,73,75,78,80
3/9/89,06,09,11,16,17,20,22,25,33,34,38,39,44,51,56,60,61,65,73,76
3/8/89,02,03,04,11,12,13,18,19,25,26,29,37,38,43,46,48,51,59,64,70
3/7/89,02,03,07,14,18,22,27,40,47,48,50,51,57,59,62,66,67,68,77,80
3/6/89,11,18,23,31,33,39,43,47,49,50,51,52,54,55,56,66,67,68,70,77
3/5/89,04,05,11,12,13,15,16,17,29,32,41,42,49,59,63,64,68,72,73,77
3/4/89,05,09,11,13,19,21,29,31,35,38,43,44,47,49,53,56,74,77,78,80
3/3/89,07,09,10,19,23,27,35,37,38,40,41,44,49,52,54,57,60,63,66,72
3/2/89,05,14,15,27,28,31,38,39,49,56,60,61,62,63,65,70,71,72,74,75
3/1/89,03,05,15,18,22,23,24,31,36,38,40,42,43,45,50,52,59,62,76,77
2/28/89,01,08,10,13,14,25,31,34,37,38,40,43,45,46,58,68,70,74,75,79
2/27/89,02,03,06,08,09,13,14,21,25,28,30,34,38,40,45,55,60,72,73,77
2/26/89,02,16,18,20,22,25,27,32,35,39,45,46,56,61,68,73,76,77,79,80
2/25/89,02,06,12,20,27,28,29,31,36,41,44,47,52,53,55,61,63,66,69,73
2/24/89,02,03,04,15,18,20,23,26,37,41,42,46,49,50,52,53,65,67,68,71
2/23/89,01,04,09,10,17,22,23,24,28,31,34,38,39,50,53,60,70,74,76,79
2/22/89,04,06,07,08,10,13,15,21,30,32,34,36,40,42,53,56,58,60,65,66
2/21/89,04,06,07,10,17,18,22,30,37,39,50,53,60,62,64,65,72,73,74,78
2/20/89,06,12,15,19,20,24,27,35,43,46,50,51,53,56,57,59,68,76,78,79
2/19/89,02,03,11,13,14,18,20,21,32,34,39,40,46,49,53,57,62,68,69,75
2/18/89,02,04,14,19,20,21,22,27,31,49,51,52,57,58,63,64,65,66,78,79
2/17/89,02,06,08,17,22,28,31,34,36,37,39,41,44,45,48,60,66,68,69,73
2/16/89,01,05,08,10,13,14,16,18,22,26,27,28,29,48,59,71,72,73,76,78
2/15/89,01,05,08,13,17,29,34,39,42,43,44,46,47,52,59,60,64,68,74,77
2/14/89,02,13,16,17,18,19,27,37,38,42,43,47,49,50,57,62,65,70,72,80
2/13/89,03,05,06,14,16,17,37,46,53,56,61,64,67,68,70,71,72,73,77,79
2/12/89,04,09,16,18,21,23,27,32,34,44,50,52,55,59,61,63,70,73,79,80
2/11/89,03,04,09,12,17,19,20,22,29,31,41,42,46,52,53,57,61,62,68,78
2/10/89,02,04,06,11,13,16,21,29,32,44,47,51,52,58,62,63,71,72,75,77
2/9/89,06,07,10,12,14,15,23,25,28,34,43,46,47,49,53,56,59,64,71,74
2/8/89,14,15,16,18,24,26,35,41,42,48,53,59,62,65,68,71,76,77,78,80
2/7/89,02,07,08,10,12,22,24,26,29,32,36,37,40,41,42,43,44,49,50,59
2/6/89,03,06,07,10,18,20,30,33,36,39,46,49,50,52,54,56,62,69,73,77
2/5/89,06,09,10,13,16,20,22,23,30,34,37,38,47,52,56,57,59,62,70,73
2/4/89,04,05,06,11,12,13,14,21,26,28,30,34,40,46,56,58,65,69,70,76
2/3/89,02,09,15,18,20,21,23,24,26,30,31,36,39,41,45,55,57,73,74,78
2/2/89,02,06,10,11,17,18,20,32,34,40,49,50,51,54,55,56,62,69,75,77
2/1/89,03,04,05,10,11,12,13,14,23,30,31,33,40,46,49,53,62,64,68,75
1/31/89,10,17,19,20,24,34,35,36,37,40,42,45,48,50,57,61,65,70,75,78
1/30/89,03,05,06,07,08,09,11,21,25,30,32,33,34,41,47,48,61,66,68,73
1/29/89,04,10,13,14,17,24,28,31,39,45,46,54,57,58,60,62,63,65,77,78
1/28/89,02,05,06,07,13,15,17,22,27,28,30,43,48,49,61,62,64,67,68,72
1/27/89,10,15,19,24,28,29,30,34,39,45,51,55,56,60,61,67,72,74,78,79
1/26/89,15,18,20,21,26,29,32,37,39,42,46,57,58,61,62,67,72,73,75,76
1/25/89,03,07,10,12,14,18,22,24,28,34,36,37,39,44,56,60,61,64,71,75
1/24/89,02,03,10,15,17,21,26,31,38,42,44,49,50,51,59,67,68,70,74,77
1/23/89,02,05,06,20,22,25,27,33,41,44,47,52,55,57,66,69,71,72,76,79
1/22/89,02,03,05,07,08,18,20,21,24,40,42,45,53,57,62,63,68,74,78,80
1/21/89,01,03,14,21,30,33,38,39,44,47,48,50,52,62,65,69,72,73,74,75
1/20/89,03,05,07,08,09,13,17,22,26,30,34,39,41,45,47,53,57,61,67,68
1/19/89,12,20,22,26,32,41,46,49,55,57,58,61,62,65,66,69,70,77,78,79
1/18/89,04,19,24,29,30,31,32,36,38,41,42,44,51,55,56,62,63,71,73,77
1/17/89,08,11,22,29,30,32,33,35,38,40,42,45,53,54,70,71,74,75,76,80
1/16/89,04,09,11,19,23,24,29,30,31,33,36,46,49,66,67,71,73,77,79,80
1/15/89,02,04,08,10,21,22,24,28,31,32,35,37,42,51,52,54,58,62,66,67
1/14/89,04,06,08,09,15,17,21,25,35,36,43,46,47,50,52,57,63,65,73,75
1/13/89,01,05,14,17,21,24,28,34,46,54,58,59,61,62,64,66,67,68,75,78
1/12/89,01,04,08,11,23,25,27,32,35,37,38,39,47,52,55,57,61,66,78,80
1/11/89,03,11,12,18,19,24,33,34,38,41,42,50,51,53,57,58,62,64,70,72
1/10/89,08,12,13,19,20,21,22,25,26,38,46,49,58,59,60,63,66,72,73,75
1/9/89,03,07,12,14,17,18,23,24,26,33,41,43,50,51,53,56,60,68,74,79
1/8/89,10,23,25,27,32,33,35,36,37,39,41,47,53,62,63,65,72,73,78,79
1/7/89,03,04,14,19,20,28,32,36,37,40,41,45,46,47,49,53,61,62,65,66
1/6/89,03,19,20,21,29,31,34,38,46,50,51,52,58,60,61,66,68,69,78,80
1/5/89,01,02,03,04,08,14,16,19,20,28,38,39,42,47,51,54,71,74,76,79
1/4/89,10,14,17,18,20,21,29,33,42,44,45,46,47,61,63,65,66,75,78,80
1/3/89,01,06,07,09,13,17,20,22,23,27,37,39,45,50,53,54,57,61,65,69
1/2/89,01,07,10,13,22,23,25,31,32,47,49,50,57,58,66,67,73,74,75,77
1/1/89,03,11,16,17,24,26,29,31,32,35,45,47,49,57,58,59,63,73,74,78
12/31/88,06,09,16,17,18,24,29,36,37,45,47,55,57,60,64,67,72,74,76,80
12/30/88,14,15,18,23,25,27,32,36,40,41,49,53,57,60,66,67,70,75,79,80
12/29/88,06,16,18,19,26,29,37,38,41,53,61,64,65,66,69,73,74,75,76,77
12/28/88,03,08,10,14,20,24,25,27,29,30,33,35,37,40,41,43,48,53,57,68
12/27/88,04,08,21,24,33,34,36,37,46,47,49,53,58,61,64,65,66,69,71,78
12/26/88,02,09,12,18,37,38,39,42,46,47,49,53,58,62,67,72,75,77,78,79
12/24/88,02,06,08,11,12,17,22,30,37,44,45,47,49,51,58,61,63,66,74,76
12/23/88,01,03,06,11,13,24,25,30,32,34,35,43,45,52,56,62,64,65,69,80
12/22/88,12,17,18,19,22,26,27,30,34,38,40,46,48,49,58,71,73,76,78,79
12/21/88,04,05,07,08,09,19,27,34,37,41,44,51,53,64,68,73,76,77,78,79
12/20/88,03,04,06,07,11,12,15,19,21,28,30,37,46,47,51,54,61,62,64,76
12/19/88,01,07,12,14,18,22,26,30,37,47,49,55,58,59,60,61,68,69,72,79
12/18/88,01,04,09,13,16,17,21,36,37,39,40,47,49,50,54,56,73,75,77,78
12/17/88,03,05,13,23,28,35,37,38,43,47,49,53,55,56,58,61,63,64,65,71
12/16/88,02,04,08,10,16,20,27,42,44,46,51,55,59,61,64,70,72,73,78,79
12/15/88,04,05,07,09,12,14,16,20,25,30,32,36,37,42,50,53,55,68,74,78
12/14/88,02,11,17,23,28,32,33,34,36,37,39,41,42,47,62,69,72,74,78,80
12/13/88,09,18,19,21,22,24,27,28,29,39,40,41,45,61,64,71,72,75,76,79
12/12/88,01,03,06,14,18,20,25,28,29,41,50,51,53,55,57,61,64,71,72,80
12/11/88,04,12,13,18,20,22,24,26,29,30,32,38,42,45,47,49,52,53,55,64
12/10/88,14,16,22,27,28,31,37,38,46,50,51,52,62,63,68,74,76,77,78,79
12/9/88,01,04,05,07,08,10,13,14,15,20,26,27,37,41,48,53,55,71,73,79
12/8/88,01,10,11,16,19,22,26,27,39,45,47,53,55,56,60,65,67,68,77,80
12/7/88,04,10,12,14,19,20,22,23,29,33,40,43,46,50,52,59,65,66,68,75
12/6/88,08,11,13,14,16,25,27,34,35,37,39,40,50,53,58,60,70,72,75,76
12/5/88,02,09,22,24,26,29,34,37,41,42,52,53,58,59,62,63,69,71,77,80
12/4/88,02,09,14,16,17,23,24,29,32,34,39,47,48,50,51,53,58,70,71,74
12/3/88,08,10,11,21,22,24,26,35,40,45,46,48,55,56,61,65,66,71,77,80
12/2/88,05,07,08,12,14,19,23,25,27,29,33,35,40,52,53,60,64,70,74,78
12/1/88,01,08,19,23,25,27,28,29,30,36,38,46,49,50,52,64,71,73,77,80
11/30/88,04,10,14,15,16,22,27,31,37,41,46,53,54,58,63,67,69,72,77,78
11/29/88,07,09,15,19,21,22,26,30,33,43,50,53,54,57,61,62,63,64,72,78
11/28/88,02,03,08,13,14,22,24,33,39,44,50,54,56,58,59,61,63,65,79,80
11/27/88,06,08,11,20,21,23,25,28,31,36,41,45,47,52,56,64,68,70,72,78
11/26/88,12,19,20,21,22,30,33,37,42,43,48,50,55,59,60,63,65,69,70,80
11/25/88,01,05,19,22,23,27,34,35,40,42,43,44,47,48,49,67,68,69,71,80
11/24/88,13,18,20,23,25,28,30,33,34,47,53,54,59,62,65,66,71,73,74,75
11/23/88,02,04,05,13,21,25,26,27,35,37,38,50,55,57,58,63,71,72,75,76
11/22/88,04,08,11,15,30,41,42,44,48,49,50,52,57,61,62,66,67,68,73,79
11/21/88,04,08,13,14,15,16,19,37,38,42,44,49,53,57,63,65,72,73,75,76
11/20/88,01,02,17,28,30,31,34,38,43,47,50,54,58,62,63,64,73,76,78,79
11/19/88,03,08,15,19,21,27,35,38,43,45,49,52,53,55,56,59,61,66,69,79
11/18/88,05,11,14,21,37,38,39,46,50,51,54,55,57,60,63,64,65,70,71,73
11/17/88,01,10,16,21,24,29,37,42,43,49,52,58,61,62,68,69,71,72,73,74
11/16/88,01,06,19,21,29,31,32,37,46,53,57,62,64,67,69,70,73,74,77,80
11/15/88,05,06,14,17,21,22,23,30,36,46,47,54,57,66,67,72,75,77,79,80
11/14/88,10,12,14,26,27,29,33,42,43,44,51,54,57,59,60,63,64,69,74,76
11/13/88,04,05,06,11,13,19,24,25,28,29,33,50,58,60,63,68,71,72,76,79
11/12/88,01,07,10,19,25,28,32,33,37,39,41,45,46,53,63,64,68,71,73,80
11/11/88,01,04,05,06,07,10,16,17,18,23,32,38,44,45,64,67,69,73,76,79
11/10/88,01,05,09,10,11,12,23,24,29,32,37,48,50,53,56,58,60,67,71,77
11/9/88,01,14,15,16,19,22,24,25,31,40,43,47,57,64,65,67,69,70,77,80
11/8/88,06,13,21,22,25,26,33,36,38,40,41,43,44,49,52,59,61,64,72,76
11/7/88,18,21,25,33,34,38,41,44,45,49,54,56,62,68,72,74,75,76,77,80
11/6/88,04,05,08,17,19,21,24,37,41,43,44,46,55,56,62,64,65,67,74,79
11/5/88,05,06,13,15,26,27,28,33,34,36,39,45,46,47,51,54,59,62,66,74
11/4/88,02,04,06,07,14,16,22,24,29,33,46,47,53,55,61,65,70,77,79,80
11/3/88,05,06,07,10,15,20,23,27,28,36,38,45,59,66,67,69,74,75,77,78
11/2/88,03,05,06,10,11,12,22,26,31,37,38,51,53,59,63,70,71,72,77,78
11/1/88,03,10,12,13,16,17,18,19,25,29,31,32,41,44,66,68,71,73,74,76
10/31/88,03,09,14,18,22,27,31,32,33,34,41,46,48,56,58,59,63,66,76,77
10/30/88,03,04,09,10,13,16,23,27,35,39,41,43,47,49,52,55,68,70,76,77
10/29/88,03,15,17,22,28,29,35,36,37,39,43,44,47,57,66,68,69,76,77,79
10/28/88,04,08,09,13,14,16,19,23,25,31,39,57,58,60,66,67,68,70,74,76
10/27/88,09,10,16,20,21,23,25,28,38,42,43,47,49,51,52,53,56,64,75,78
10/26/88,03,09,16,18,23,24,27,31,32,36,38,39,42,48,53,54,56,60,63,68
10/25/88,07,10,12,13,15,22,26,28,33,41,43,49,53,55,56,62,65,71,77,79
10/24/88,02,08,15,21,24,25,26,28,35,39,40,41,43,44,46,48,57,64,77,78
10/23/88,10,11,12,16,17,24,25,26,37,39,42,45,46,48,52,59,63,68,71,73
10/22/88,01,10,13,17,19,21,22,23,25,27,29,30,41,48,50,64,66,68,71,77
10/21/88,01,06,15,16,21,22,26,27,31,32,38,44,47,54,55,58,70,76,79,80
10/20/88,03,04,05,09,14,15,16,18,21,25,27,30,43,45,48,49,59,65,70,71
10/19/88,01,03,07,09,11,13,22,30,31,32,43,45,54,55,58,70,71,73,74,80
10/18/88,13,14,26,30,32,35,41,42,44,50,52,53,59,60,62,63,64,71,75,80
10/17/88,01,04,05,09,14,16,18,21,25,29,31,36,56,57,58,64,69,76,77,79
10/16/88,02,08,09,10,17,22,26,28,30,38,44,50,54,57,58,64,66,69,72,77
10/15/88,06,08,11,12,14,16,22,27,28,32,37,45,48,53,61,62,65,67,70,76
10/14/88,02,06,08,15,18,20,21,24,27,37,40,42,43,44,45,61,64,71,74,78
10/13/88,01,02,05,07,09,11,15,18,23,24,25,32,38,48,54,63,68,74,76,77
10/12/88,07,08,11,19,27,31,32,33,36,37,39,43,49,65,66,68,69,72,74,78
10/11/88,01,02,05,07,10,14,18,28,31,34,45,47,49,64,65,67,68,75,77,79
10/10/88,01,03,06,09,12,15,24,28,36,38,46,48,51,52,63,64,69,73,76,78
10/9/88,01,03,14,19,22,23,27,29,31,32,33,39,41,47,56,57,60,66,67,77
10/8/88,01,02,04,06,07,13,16,17,28,33,40,41,54,57,58,59,66,70,71,73
10/7/88,06,07,18,23,24,31,33,35,42,44,51,57,58,61,72,74,75,77,78,80
10/6/88,02,08,15,21,34,37,38,40,42,48,50,52,53,54,58,61,63,64,72,77
10/5/88,01,03,10,13,14,17,21,24,25,26,27,29,33,35,45,59,62,63,65,73
10/4/88,01,04,10,18,19,24,28,29,33,38,40,44,47,51,56,58,62,65,69,79
10/3/88,02,04,05,07,08,12,15,16,19,22,24,26,41,42,50,55,58,59,69,71
10/2/88,01,05,12,15,17,30,36,37,43,44,45,48,55,57,58,64,66,69,71,80
10/1/88,07,08,11,12,14,25,26,32,40,43,44,47,48,50,56,59,62,68,72,76
9/30/88,09,11,12,14,15,16,17,34,39,41,42,45,55,56,62,64,65,67,72,80
9/29/88,16,17,24,25,27,28,34,37,43,45,48,54,56,62,64,69,72,75,78,80
9/28/88,16,20,21,27,32,33,43,44,59,62,63,64,66,67,69,71,74,77,78,79
9/27/88,09,13,15,18,26,29,30,34,36,39,40,41,44,51,54,55,56,69,76,80
9/26/88,05,25,28,40,43,45,47,51,52,53,54,56,62,64,66,72,73,74,76,80
9/25/88,08,12,13,15,17,19,29,31,35,40,41,45,46,49,55,62,67,72,73,76
9/24/88,11,16,19,22,24,25,28,32,39,42,45,50,51,53,56,68,73,74,76,77
9/23/88,08,10,12,13,21,22,23,24,25,29,31,34,39,40,43,45,59,61,68,74
9/22/88,02,06,08,09,13,18,20,29,30,31,34,36,39,48,55,57,60,61,64,68
9/21/88,07,09,15,18,19,22,23,25,29,31,33,37,38,41,46,52,54,67,70,77
9/20/88,02,05,06,24,27,30,31,37,39,41,45,48,53,55,61,64,69,71,77,78
9/19/88,07,10,14,15,16,20,27,32,33,35,37,44,46,48,49,58,70,71,75,77
9/18/88,13,19,25,26,28,40,47,49,50,52,54,56,58,59,62,65,68,71,72,78
9/17/88,04,08,24,27,28,36,37,38,41,44,47,48,54,59,60,61,62,63,67,71
9/16/88,02,10,14,17,18,23,25,34,35,41,47,53,56,61,62,63,66,67,69,80
9/15/88,03,06,07,13,18,23,31,35,36,40,44,47,55,61,62,64,66,76,78,79
9/14/88,01,10,11,12,21,25,27,28,34,37,39,54,55,61,66,67,70,72,78,79
9/13/88,03,05,11,15,17,29,31,33,45,47,48,49,51,54,67,69,74,76,77,78
9/12/88,09,13,15,26,31,34,39,53,56,60,61,62,67,68,69,72,74,76,79,80
9/11/88,09,10,14,17,19,23,28,31,36,37,44,47,52,56,64,71,74,76,77,80
9/10/88,07,09,10,15,24,25,27,39,42,46,47,55,64,67,68,71,74,77,79,80
9/9/88,02,10,19,21,23,26,32,38,39,42,43,51,55,57,69,70,71,73,74,80
